solution_id,sensor,algorithm,data_rate_Hz,geometric_LOD,condition_LOD,detection_threshold,storage,communication,deployment,crew_size,inspection_cycle_days,f1_total_cost_USD,f2_one_minus_recall,f3_latency_seconds,f4_traffic_disruption_hours,f5_carbon_emissions_kgCO2e_year,f6_system_reliability_inverse_MTBF,detection_recall,system_MTBF_hours,system_MTBF_years,annual_cost_USD,cost_per_km_year,carbon_footprint_tons_CO2_year,is_feasible,sensor_type,algo_type,storage_type,comm_type,deploy_type,raw_data_gb_per_year,sent_data_gb_per_year,data_reduction_ratio,lod_data_multiplier,rate_data_multiplier,comm_bandwidth_GBps,comm_time_seconds,compute_seconds_per_GB,deployment_compute_factor,compute_time_seconds,base_algo_recall,sensor_precision,lod_bonus,sigmoid_z,tau,tau0,cost_rank,recall_rank,carbon_rank,reliability_rank,latency_rank,disruption_rank
13,Camera_Basler_ace2Pro,Traditional_Canny_Optimized,10.000058763780395,Macro,Micro,0.8973652438096003,Storage_Hybrid_Tiered,Communication_V2X_RSU,Deployment_Jetson_OrinNano,6,91,802455.7364568203,0.14274999836222968,173.37071428053312,12.694397647837624,181.92802787705668,0.0001390322839061123,0.8572500016377703,7192.574069165793,0.8210700992198394,80245.57364568203,401.22786822841016,0.18192802787705667,True,Camera,Traditional,Hybrid,V2X,default,80.22025162153503,56.154176135074515,0.7,0.5,0.2000011752756079,0.00125,11200.06581543404,0.5,1.5,10.500061701969413,0.68,0.7,-0.4,1.7926347561903997,0.8973652438096003,0.5,11.0,30.0,17.0,9.5,28.0,30.0
16,Camera_Basler_ace2Pro,Traditional_Canny_Optimized,82.05711235334368,Micro,Micro,0.10944744828313434,Storage_Hybrid_Tiered,Communication_5G_SmallCell,Deployment_Cloud_GPU_A4000,3,91,868147.5243366248,0.023183950259655473,121.08703063303696,8.788429140810662,271.41092566750604,0.00015044780902026756,0.9768160497403445,6646.823283849119,0.758769781261315,86814.75243366248,434.0737621683124,0.271410925667506,True,Camera,Traditional,Hybrid,5G,Cloud,2369.7372666438155,2369.7372666438155,1.0,1.8,1.6411422470668737,0.125,4726.4896715525965,0.5,1.0,295.4056044720373,0.68,0.7,0.6,3.740838113483584,0.10944744828313434,0.5,12.0,8.0,30.0,11.0,24.0,27.0
28,Camera_Basler_ace2Pro,Traditional_Canny_Optimized,10.939542768068156,Micro,Micro,0.10546001136368172,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Jetson_OrinNano,1,91,1036621.8911008559,0.02700018987549324,66.60896330087303,4.882460633783702,190.4975771056217,0.00017327885924857807,0.9729998101245068,5771.044455950884,0.6587950292181375,103662.18911008559,518.310945550428,0.1904975771056217,True,Camera,Traditional,Hybrid,Fiber,default,315.9243779613529,221.14706457294702,0.7,1.8,0.2187908553613631,1.25,44.1082364408508,0.5,1.5,41.35147166329762,0.68,0.7,0.6,3.584539988636318,0.10546001136368172,0.5,13.0,15.5,19.0,15.0,13.0,22.0
22,Camera_FLIR_A700,Traditional_Canny_Optimized,10.006314318860944,Micro,Micro,0.10200613664490582,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Jetson_OrinNano,1,91,1050738.7044730475,0.02690960059650127,66.44561117965354,4.55696325819812,213.5946574664284,0.00017577885924857807,0.9730903994034987,5688.966262921571,0.6494253724796314,105073.87044730475,525.3693522365238,0.2135946574664284,True,Camera,Traditional,Hybrid,Fiber,default,231.17884861509063,161.82519403056344,0.7,1.8,0.20012628637721888,1.25,32.27636746691786,0.5,1.5,30.259094500235495,0.68,0.7,0.6,3.587993863355094,0.10200613664490582,0.5,14.0,11.5,26.0,17.5,10.0,17.0
6,Camera_Basler_ace2Pro,Traditional_Canny_Optimized,10.02311623256118,Micro,Micro,0.10546001136368172,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Jetson_OrinNano,6,91,1194080.8114724853,0.02700018987549324,66.55794927406205,12.694397647837624,189.50005252672932,0.0001390322839061123,0.9729998101245068,7192.574069165793,0.8210700992198394,119408.08114724854,597.0404057362426,0.18950005252672933,True,Camera,Traditional,Hybrid,Fiber,default,289.45878526561296,202.62114968592905,0.7,1.8,0.20046232465122357,1.25,40.413204649686676,0.5,1.5,37.88737935908126,0.68,0.7,0.6,3.584539988636318,0.10546001136368172,0.5,15.0,15.5,18.0,9.5,12.0,30.0
24,Camera_Basler_ace2Pro,Traditional_Canny_Optimized,10.006500999684812,Micro,Micro,0.10200613664490582,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Cloud_GPU_A4000,1,91,3226735.0118340766,0.02690960059650127,70.66066133134422,4.882460633783702,191.11312237107225,0.0001590390931667067,0.9730903994034987,6287.762210463486,0.7177810742538225,322673.5011834077,1613.3675059170384,0.19111312237107225,True,Camera,Traditional,Hot,Fiber,Cloud,288.97895194694166,288.97895194694166,1.0,1.8,0.20013001999369626,1.25,57.637445758184526,0.5,1.0,36.02340359886533,0.68,0.7,0.6,3.587993863355094,0.10200613664490582,0.5,16.0,11.5,20.0,13.0,19.0,22.0
25,Camera_FLIR_A700,Traditional_Canny_Optimized,10.012215353079819,Micro,Micro,0.10196641769465155,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Cloud_GPU_A4000,1,91,3240711.201073031,0.026908560556505368,70.52883088904535,4.55696325819812,214.87250800051865,0.0001602890931667067,0.9730914394434946,6238.7276653936915,0.7121835234467684,324071.1201073031,1620.3556005365153,0.21487250800051866,True,Camera,Traditional,Hot,Fiber,Cloud,231.31518195950562,231.31518195950562,1.0,1.8,0.20024430706159638,1.25,46.136288346991805,0.5,1.0,28.83518021686988,0.68,0.7,0.6,3.588033582305348,0.10196641769465155,0.5,17.0,10.0,27.0,14.0,17.0,17.0
5,Camera_FLIR_A700,Traditional_Canny_Optimized,10.052226309908729,Micro,Micro,0.10013675222926409,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Cloud_GPU_A4000,3,91,3299610.6113514258,0.026860693146899317,70.53094421053567,8.202533864756617,214.91289700056538,0.00013745804293839622,0.9731393068531007,7274.94716659224,0.830473420843863,329961.0611351426,1649.8053056757128,0.21491289700056537,True,Camera,Traditional,Hot,Fiber,Cloud,232.23956696650674,232.23956696650674,1.0,1.8,0.2010445261981746,1.25,46.32065883605942,0.5,1.0,28.95041177253714,0.68,0.7,0.6,3.5898632477707357,0.10013675222926409,0.5,18.0,9.0,28.0,8.0,18.0,24.5
29,IoT_LoRaWAN_Sensor,Traditional_Canny_Optimized,16.142655726008122,Meso,Micro,0.3670729670843683,Storage_AWS_S3_Glacier,Communication_LoRaWAN_Gateway,Deployment_Jetson_OrinNano,3,91,4543081.130702133,0.06163396330696003,74.80642856097337,0.3286631719782617,11.128629416164568,0.00021343026516061845,0.93836603669304,4685.371117575302,0.5348597166181852,454308.11307021335,2271.5405653510666,0.011128629416164567,True,IoT,Traditional,Archive,LoRaWAN,default,0.2589920589007897,0.18129444123055277,0.7,1.0,0.32285311452016247,6.25e-06,7231.909765251639,0.5,1.5,0.03389957702461706,0.68,0.7,0.0,2.7229270329156314,0.3670729670843683,0.5,19.0,21.0,7.0,22.0,20.0,4.0
18,IoT_LoRaWAN_Sensor,DL_YOLOv8_SOTA,88.77654235565903,Micro,Micro,0.2839322268629317,Storage_PostgreSQL_PostGIS,Communication_5G_SmallCell,Deployment_Jetson_OrinNano,1,89,4641338.051932282,0.011318311971770911,7.203704132570344,0.18259065109903427,11.321460822585307,0.00026661116260972065,0.9886816880282291,3750.7806882934315,0.4281713114490219,464133.8051932282,2320.669025966141,0.011321460822585307,True,IoT,DL,Hot,5G,default,2.6214017225918194,1.8349812058142734,0.7,1.8,1.7755308471131805,0.125,3.579470187780172,8.0,1.5,5.369205281670258,0.97,0.7,0.6,3.669950484915364,0.2839322268629317,0.5,20.0,2.0,13.0,29.0,2.0,2.0
23,IoT_LoRaWAN_Sensor,Traditional_Canny_Optimized,11.248000258578234,Micro,Micro,0.12624447775162762,Storage_PostgreSQL_PostGIS,Communication_5G_SmallCell,Deployment_Jetson_OrinNano,6,91,4713742.691230059,0.02755162364635444,14.895477443718955,0.4747356928574892,11.15104128954266,0.0002020147400464632,0.9724483763536456,4950.133835630018,0.5650837711906413,471374.26912300586,2356.8713456150294,0.01115104128954266,True,IoT,Traditional,Hot,5G,default,0.3248323591158637,0.22738265138110458,0.7,1.8,0.22496000517156467,0.125,0.45351937042587437,0.5,1.5,0.04251744097742572,0.68,0.7,0.6,3.563755522248372,0.12624447775162762,0.5,21.0,18.0,12.0,21.0,7.0,9.0
2,IoT_LoRaWAN_Sensor,Traditional_Canny_Optimized,88.61683120548578,Macro,Macro,0.4219967522945297,Storage_AWS_S3_Glacier,Communication_Fiber_Metro,Deployment_Jetson_OrinNano,1,91,4850833.644776722,0.12334941371691188,7.129451878709979,0.18259065109903427,11.13246766213717,0.00023626131538892893,0.8766505862830881,4232.601508858184,0.48317368822582013,485083.36447767226,2425.416822388361,0.01113246766213717,True,IoT,Traditional,Archive,Fiber,default,0.7108822723077431,0.49761759061542016,0.7,0.5,1.7723366241097156,1.25,0.09925085095014408,0.5,1.5,0.09304767276576006,0.68,0.7,-0.4,1.9610874037328991,0.4219967522945297,0.5,22.0,25.0,8.0,24.0,1.0,2.0
30,IoT_LoRaWAN_Sensor,DL_YOLOv8_SOTA,10.256341744657679,Micro,Micro,0.133970569906886,Storage_AWS_S3_Glacier,Communication_LoRaWAN_Gateway,Deployment_Cloud_GPU_A4000,6,91,4902142.062587839,0.011820495550175836,122.04751885145299,0.4747356928574892,10.602787768244584,0.00023236458726725489,0.9881795044498242,4303.581762438898,0.4912764568994176,490214.2062587839,2451.0710312939195,0.010602787768244583,True,IoT,DL,Archive,LoRaWAN,Cloud,0.2961941330215426,0.2961941330215426,1.0,1.8,0.20512683489315356,6.25e-06,11815.305689845645,8.0,1.0,0.5907652844922823,0.97,0.7,0.6,4.426029430093115,0.133970569906886,0.5,23.0,3.0,1.0,23.0,25.0,9.0
1,IoT_LoRaWAN_Sensor,Traditional_Canny_Optimized,26.371044321342737,Macro,Macro,0.757786982709369,Storage_Hybrid_Tiered,Communication_5G_SmallCell,Deployment_Jetson_OrinNano,6,91,5020518.778123884,0.19275410467878207,9.795188783436526,0.4747356928574892,11.137579803255916,0.00013347672835055675,0.8072458953212179,7491.942695610945,0.8552445999555873,502051.87781238847,2510.2593890619423,0.011137579803255917,True,IoT,Traditional,Hybrid,5G,default,0.21154793796241975,0.14808355657369382,0.7,0.5,0.5274208864268547,0.125,0.29535569639903864,0.5,1.5,0.02768959653740987,0.68,0.7,-0.4,1.432213017290631,0.757786982709369,0.5,24.0,31.0,10.0,5.0,3.0,9.0
31,IoT_LoRaWAN_Sensor,Traditional_Canny_Optimized,10.021852455313645,Micro,Micro,0.8978966272802966,Storage_Hybrid_Tiered,Communication_5G_SmallCell,Deployment_Jetson_OrinNano,6,91,5020519.184202322,0.05775238940770078,15.982657476094548,0.4747356928574892,11.141474406603017,0.00013347672835055675,0.9422476105922992,7491.942695610945,0.8552445999555873,502051.9184202322,2510.259592101161,0.011141474406603017,True,IoT,Traditional,Hybrid,5G,default,0.2894222884897172,0.20259560194280202,0.7,1.8,0.2004370491062729,0.125,0.40408109099824624,0.5,1.5,0.03788260228108559,0.68,0.7,0.6,2.792103372719703,0.8978966272802966,0.5,25.0,20.0,11.0,5.0,8.0,9.0
9,IoT_LoRaWAN_Sensor,Traditional_Canny_Optimized,16.404994857422412,Meso,Micro,0.854864968976946,Storage_Hybrid_Tiered,Communication_LoRaWAN_Gateway,Deployment_Cloud_GPU_A4000,6,91,5036161.276457301,0.09663942205823128,106.99445363233231,0.4747356928574892,10.608109739644092,0.00013347672835055675,0.9033605779417687,7491.942695610945,0.8552445999555873,503616.12764573016,2518.080638228651,0.010608109739644092,True,IoT,Traditional,Hybrid,LoRaWAN,Cloud,0.26320101639381016,0.26320101639381016,1.0,1.0,0.3280998971484482,6.25e-06,10499.196708750344,0.5,1.0,0.03280998971484483,0.68,0.7,0.0,2.235135031023054,0.854864968976946,0.5,26.0,24.0,2.0,5.0,23.0,9.0
10,IoT_LoRaWAN_Sensor,Traditional_Canny_Optimized,10.016701325390429,Micro,Micro,0.10208537082900711,Storage_Hybrid_Tiered,Communication_LoRaWAN_Gateway,Deployment_Jetson_OrinNano,6,91,5044654.492693579,0.02691167545894335,85.91566610283006,0.4747356928574892,11.13749813409623,0.00013347672835055675,0.9730883245410566,7491.942695610945,0.8552445999555873,504465.4492693579,2522.3272463467893,0.01113749813409623,True,IoT,Traditional,Hybrid,LoRaWAN,default,0.28927352838600057,0.2024914698702004,0.7,1.8,0.20033402650780857,6.25e-06,8077.467948794842,0.5,1.5,0.03786313100997583,0.68,0.7,0.6,3.5879146291709927,0.10208537082900711,0.5,27.0,13.0,9.0,5.0,21.0,9.0
17,IoT_LoRaWAN_Sensor,Traditional_Canny_Optimized,18.473629102057618,Micro,Micro,0.10211131996995484,Storage_Hybrid_Tiered,Communication_LoRaWAN_Gateway,Deployment_Cloud_GPU_A4000,6,91,5133170.349737689,0.026912355008784083,199.662879329476,0.4747356928574892,10.615000481849613,0.00013347672835055675,0.9730876449912159,7491.942695610945,0.8552445999555873,513317.03497376887,2566.585174868844,0.010615000481849613,True,IoT,Traditional,Hybrid,LoRaWAN,Cloud,0.5335021679143673,0.5335021679143673,1.0,1.8,0.36947258204115235,6.25e-06,21281.620725570378,0.5,1.0,0.06650506476740743,0.68,0.7,0.6,3.587888680030045,0.10211131996995484,0.5,28.0,14.0,3.0,5.0,31.0,9.0
14,IoT_LoRaWAN_Sensor,Hybrid_CNN_SVM,95.43154052462194,Micro,Micro,0.10410888944096969,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Cloud_GPU_A4000,1,91,5423492.054668645,0.010322544342633688,11.067055543642127,0.18259065109903427,10.6756929257545,0.00019179274401421226,0.9896774556573663,5213.961587232403,0.5952010944329227,542349.2054668645,2711.7460273343227,0.0106756929257545,True,IoT,ML,Hybrid,Fiber,Cloud,2.75597899449128,2.75597899449128,1.0,1.8,1.9086308104924388,1.25,0.5496856734218224,3.0,1.0,2.061321275331834,0.93,0.7,0.6,4.56304881318214,0.10410888944096969,0.5,29.0,1.0,5.0,20.0,4.0,2.0
15,IoT_LoRaWAN_Sensor,Traditional_Canny_Optimized,36.18636697635819,Macro,Micro,0.449546965866385,Storage_Google_Cloud,Communication_5G_SmallCell,Deployment_Cloud_GPU_A4000,6,91,7228357.5007273955,0.09617615392391288,12.769584944618671,0.4747356928574892,10.617659754812543,0.00012201474004646318,0.9038238460760871,8195.731102809385,0.9355857423298384,722835.7500727396,3614.178750363698,0.010617659754812542,True,IoT,Traditional,Hot,5G,Cloud,0.29028624057957664,0.29028624057957664,1.0,0.5,0.7237273395271637,0.125,0.578981871621731,0.5,1.0,0.036186366976358186,0.68,0.7,-0.4,2.240453034133615,0.449546965866385,0.5,30.0,23.0,4.0,1.5,6.0,9.0
11,IoT_LoRaWAN_Sensor,Traditional_Canny_Optimized,97.31173273184673,Micro,Micro,0.10012674810528441,Storage_Google_Cloud,Communication_5G_SmallCell,Deployment_Cloud_GPU_A4000,6,90,7324799.70168744,0.021322654458583945,11.088209551112705,0.4747356928574892,10.760560611313094,0.00012201474004646318,0.978677345541416,8195.731102809385,0.9355857423298384,732479.970168744,3662.39985084372,0.010760560611313095,True,IoT,Traditional,Hot,5G,Cloud,2.8415025957699247,2.8415025957699247,1.0,1.8,1.9462346546369347,0.125,5.605155805354372,0.5,1.0,0.3503222378346483,0.68,0.7,0.6,3.8264319155539495,0.10012674810528441,0.5,31.0,6.0,6.0,1.5,5.0,9.0
